conc_inicio,conc_fin,bonificacion,efectivo,tpg
15027,15028,,10.9,5.89
32026,15028,,14.55,7.86
15028,15028,,1.55,0.84
15029,15028,,5.2,2.81
32027,15028,,17.15,9.26
27015,15028,,16.65,8.99
36013,15028,,14.55,7.86
36014,15028,,17.15,9.26
32028,15028,,21.35,11.53
15031,15028,,9.35,5.05
36015,15028,,7.8,4.21
15032,15028,,11.95,6.46
15033,15028,,6.25,3.38
36016,15028,,11.95,6.46
15034,15028,,1.55,0.84
32030,15028,,21.35,11.53
32031,15028,,17.15,9.26
15035,15028,,12.5,6.75
15036,15028,,13.0,7.02
15037,15028,,1.55,0.84
27017,15028,,26.0,14.04
36018,15028,,11.45,6.19
36019,15028,,12.5,6.75
27019,15028,,21.35,11.53
15038,15028,,10.4,5.62
27020,15028,,15.6,8.42
32033,15028,,17.7,9.56
36021,15028,,14.55,7.86
27022,15028,,13.55,7.32
27023,15028,,14.05,7.59
15039,15028,,11.95,6.46
36024,15028,,10.9,5.89
27026,15028,,18.75,10.13
32038,15028,,23.4,12.64
15040,15028,,3.65,1.97
32039,15028,,21.35,11.53
32040,15028,,14.55,7.86
32041,15028,,19.75,10.67
32042,15028,,21.35,11.53
27027,15028,,20.3,10.96
15042,15028,,4.7,2.54
27028,15028,,17.15,9.26
32043,15028,,17.7,9.56
15043,15028,,5.7,3.08
32044,15028,,22.9,12.37
15044,15028,,18.2,9.83
36026,15028,,10.9,5.89
32045,15028,,14.05,7.59
15045,15028,,2.1,1.13
36027,15028,,9.35,5.05
27029,15028,,18.75,10.13
36028,15028,,9.35,5.05
15046,15028,,11.45,6.19
32046,15028,,16.65,8.99
15047,15028,,9.35,5.05
15048,15028,,10.9,5.89
36029,15028,,12.5,6.75
15049,15028,,14.55,7.86
36030,15028,,13.55,7.32
36031,15028,,13.55,7.32
27030,15028,,19.75,10.67
15050,15028,,12.5,6.75
27031,15028,,16.65,8.99
32049,15028,,19.25,10.4
32050,15028,,21.35,11.53
27032,15028,,13.55,7.32
36032,15028,,8.35,4.51
36033,15028,,13.0,7.02
15051,15028,,13.0,7.02
32051,15028,,20.3,10.96
27033,15028,,15.6,8.42
15053,15028,,3.1,1.67
15052,15028,,2.1,1.13
15054,15028,,13.0,7.02
27034,15028,,22.35,12.07
15055,15028,,13.0,7.02
15056,15028,,4.7,2.54
27035,15028,,24.95,13.48
36035,15028,,13.55,7.32
32052,15028,,17.15,9.26
15057,15028,,4.15,2.24
32009,15028,,22.9,12.37
32015,15028,,24.45,13.21
32019,15028,,14.05,7.59
27014,15028,,18.2,9.83
36022,15028,,11.45,6.19
27024,15028,,21.85,11.8
32035,15028,,12.5,6.75
27043,15028,,19.25,10.4
32058,15028,,16.65,8.99
15066,15028,,8.35,4.51
36039,15028,,13.55,7.32
36048,15028,,16.65,8.99
27058,15028,,15.6,8.42
27063,15028,,20.3,10.96
27064,15028,,18.75,10.13
36036,15028,,16.65,8.99
32053,15028,,21.85,11.8
15058,15028,,9.35,5.05
15059,15028,,8.85,4.78
15060,15028,,7.3,3.94
15061,15028,,16.65,8.99
32012,15028,,19.75,10.67
32054,15028,,15.6,8.42
27038,15028,,17.15,9.26
27039,15028,,16.15,8.72
15062,15028,,3.65,1.97
15902,15028,,10.9,5.89
15064,15028,,10.9,5.89
32055,15028,,16.65,8.99
32056,15028,,18.2,9.83
15065,15028,,6.25,3.38
27040,15028,,13.0,7.02
27041,15028,,16.15,8.72
32057,15028,,19.25,10.4
27042,15028,,16.65,8.99
36037,15028,,11.95,6.46
27045,15028,,22.9,12.37
32060,15028,,21.85,11.8
32061,15028,,13.0,7.02
36041,15028,,10.4,5.62
27046,15028,,18.2,9.83
36043,15028,,11.45,6.19
36042,15028,,14.55,7.86
15068,15028,,5.2,2.81
36044,15028,,6.75,3.65
15069,15028,,11.95,6.46
32064,15028,,17.7,9.56
36038,15028,,9.9,5.35
32062,15028,,20.3,10.96
36040,15028,,8.35,4.51
15071,15028,,5.2,2.81
27049,15028,,15.6,8.42
32065,15028,,14.55,7.86
32066,15028,,17.7,9.56
27050,15028,,19.75,10.67
27056,15028,,15.6,8.42
32067,15028,,19.25,10.4
32068,15028,,17.15,9.26
36045,15028,,11.45,6.19
15072,15028,,6.25,3.38
32069,15028,,16.15,8.72
27051,15028,,22.35,12.07
36046,15028,,8.85,4.78
27052,15028,,19.25,10.4
15073,15028,,7.3,3.94
27053,15028,,19.75,10.67
32071,15028,,23.4,12.64
27054,15028,,20.3,10.96
36047,15028,,12.5,6.75
15074,15028,,5.2,2.81
32073,15028,,23.4,12.64
15075,15028,,9.9,5.35
36049,15028,,14.55,7.86
36050,15028,,15.1,8.15
27055,15028,,20.8,11.23
32074,15028,,14.55,7.86
32075,15028,,16.15,8.72
32076,15028,,13.0,7.02
15076,15028,,13.55,7.32
32070,15028,,21.35,11.53
32077,15028,,18.75,10.13
15077,15028,,4.15,2.24
15078,15028,,6.75,3.65
15079,15028,,11.95,6.46
36051,15028,,10.9,5.89
32078,15028,,20.3,10.96
27057,15028,,19.75,10.67
36052,15028,,9.9,5.35
27059,15028,,17.15,9.26
15080,15028,,14.05,7.59
36053,15028,,10.9,5.89
27060,15028,,14.05,7.59
32079,15028,,17.15,9.26
15082,15028,,6.75,3.65
32081,15028,,15.6,8.42
36054,15028,,15.6,8.42
15083,15028,,15.1,8.15
15084,15028,,6.25,3.38
15085,15028,,9.35,5.05
27061,15028,,21.35,11.53
32082,15028,,19.75,10.67
15086,15028,,5.7,3.08
27062,15028,,22.35,12.07
36055,15028,,14.55,7.86
15088,15028,,5.2,2.81
15087,15028,,14.05,7.59
36056,15028,,6.75,3.65
15089,15028,,7.3,3.94
32084,15028,,18.75,10.13
32085,15028,,21.85,11.8
32086,15028,,26.55,14.34
36057,15028,,12.5,6.75
36059,15028,,10.9,5.89
36058,15028,,10.9,5.89
36060,15028,,7.8,4.21
27065,15028,,16.15,8.72
32087,15028,,14.05,7.59
32088,15028,,21.85,11.8
36061,15028,,8.35,4.51
32089,15028,,18.75,10.13
32090,15028,,18.75,10.13
32091,15028,,22.9,12.37
32092,15028,,27.05,14.61
15091,15028,,11.45,6.19
15090,15028,,13.0,7.02
15092,15028,,2.6,1.4
27066,15028,,18.2,9.83
27021,15028,,14.55,7.86
32032,15028,,19.25,10.4
27025,15028,,19.25,10.4
32036,15028,,17.7,9.56
32037,15028,,17.7,9.56
15093,15028,,3.1,1.67
32003,15029,,14.05,7.59
15007,15029,,3.1,1.67
32014,15029,,15.6,8.42
36009,15029,,15.6,8.42
15018,15029,,7.3,3.94
15030,15029,,3.65,1.97
36017,15029,,6.25,3.38
27018,15029,,16.65,8.99
36023,15029,,16.65,8.99
32034,15029,,22.9,12.37
36901,15029,,9.35,5.05
36025,15029,,11.45,6.19
15041,15029,,1.55,0.84
32047,15029,,15.1,8.15
32048,15029,,23.95,12.94
27044,15029,,13.0,7.02
32059,15029,,13.0,7.02
32063,15029,,19.75,10.67
27047,15029,,17.7,9.56
15067,15029,,7.3,3.94
27048,15029,,16.15,8.72
32072,15029,,21.35,11.53
32080,15029,,17.7,9.56
32083,15029,,26.0,14.04
27001,15029,,12.5,6.75
15001,15029,,4.7,2.54
36020,15029,,9.9,5.35
27002,15029,,16.15,8.72
32001,15029,,15.1,8.15
15002,15029,,4.7,2.54
32002,15029,,11.95,6.46
27003,15029,,9.35,5.05
15003,15029,,7.3,3.94
36001,15029,,16.15,8.72
15004,15029,,7.3,3.94
15005,15029,,2.6,1.4
15006,15029,,6.25,3.38
36034,15029,,15.1,8.15
27037,15029,,16.65,8.99
15070,15029,,9.35,5.05
15081,15029,,9.9,5.35
32004,15029,,11.45,6.19
36003,15029,,14.55,7.86
27004,15029,,14.05,7.59
32005,15029,,18.2,9.83
32006,15029,,17.15,9.26
32007,15029,,15.6,8.42
27901,15029,,14.55,7.86
32008,15029,,13.55,7.32
27005,15029,,16.15,8.72
36002,15029,,8.85,4.78
32010,15029,,13.0,7.02
32011,15029,,10.4,5.62
27006,15029,,15.6,8.42
27007,15029,,9.35,5.05
15008,15029,,5.2,2.81
15009,15029,,5.2,2.81
32013,15029,,10.9,5.89
15010,15029,,5.7,3.08
15011,15029,,6.25,3.38
15012,15029,,5.2,2.81
27008,15029,,16.15,8.72
15013,15029,,4.15,2.24
36004,15029,,10.9,5.89
27902,15029,,17.15,9.26
15014,15029,,2.6,1.4
15015,15029,,6.75,3.65
36005,15029,,7.8,4.21
32016,15029,,18.75,10.13
15016,15029,,4.15,2.24
36006,15029,,9.35,5.05
15017,15029,,4.15,2.24
36007,15029,,8.85,4.78
36008,15029,,11.95,6.46
32018,15029,,14.05,7.59
32017,15029,,22.9,12.37
27009,15029,,11.95,6.46
15019,15029,,1.55,0.84
15901,15029,,11.45,6.19
15020,15029,,6.25,3.38
15021,15029,,4.15,2.24
32020,15029,,15.1,8.15
32022,15029,,13.0,7.02
32021,15029,,20.3,10.96
32023,15029,,17.7,9.56
27010,15029,,11.95,6.46
27011,15029,,13.55,7.32
36010,15029,,6.75,3.65
15022,15029,,10.4,5.62
15023,15029,,5.2,2.81
32024,15029,,15.6,8.42
32025,15029,,13.0,7.02
15024,15029,,2.6,1.4
36902,15029,,8.35,4.51
15025,15029,,9.9,5.35
27012,15029,,16.65,8.99
27013,15029,,14.55,7.86
32029,15029,,18.75,10.13
27016,15029,,11.95,6.46
15027,15029,,5.7,3.08
32026,15029,,12.5,6.75
15028,15029,,5.2,2.81
15029,15029,,1.55,0.84
32027,15029,,15.1,8.15
27015,15029,,10.9,5.89
36013,15029,,14.05,7.59
36014,15029,,16.15,8.72
32028,15029,,19.25,10.4
15031,15029,,4.15,2.24
36015,15029,,6.75,3.65
15032,15029,,6.75,3.65
15033,15029,,5.2,2.81
36016,15029,,9.9,5.35
15034,15029,,5.7,3.08
32030,15029,,19.25,10.4
32031,15029,,15.1,8.15
15035,15029,,7.3,3.94
15036,15029,,7.8,4.21
15037,15029,,6.25,3.38
27017,15029,,20.8,11.23
36018,15029,,9.35,5.05
36019,15029,,11.95,6.46
27019,15029,,16.15,8.72
15038,15029,,5.2,2.81
27020,15029,,10.4,5.62
32033,15029,,15.1,8.15
36021,15029,,14.05,7.59
27022,15029,,8.35,4.51
27023,15029,,12.5,6.75
15039,15029,,6.25,3.38
36024,15029,,8.85,4.78
27026,15029,,13.55,7.32
32038,15029,,21.85,11.8
15040,15029,,3.1,1.67
32039,15029,,19.25,10.4
32040,15029,,12.5,6.75
32041,15029,,17.7,9.56
32042,15029,,18.75,10.13
27027,15029,,15.1,8.15
15042,15029,,5.2,2.81
27028,15029,,11.95,6.46
32043,15029,,15.6,8.42
15043,15029,,2.1,1.13
32044,15029,,20.3,10.96
15044,15029,,13.0,7.02
36026,15029,,10.4,5.62
32045,15029,,11.95,6.46
15045,15029,,3.65,1.97
36027,15029,,9.9,5.35
27029,15029,,13.55,7.32
36028,15029,,8.85,4.78
15046,15029,,7.3,3.94
32046,15029,,14.55,7.86
15047,15029,,4.15,2.24
15048,15029,,5.7,3.08
36029,15029,,11.95,6.46
15049,15029,,8.85,4.78
36030,15029,,13.0,7.02
36031,15029,,13.0,7.02
27030,15029,,14.05,7.59
15050,15029,,6.75,3.65
27031,15029,,14.55,7.86
32049,15029,,17.15,9.26
32050,15029,,18.75,10.13
27032,15029,,9.35,5.05
36032,15029,,8.35,4.51
36033,15029,,12.5,6.75
15051,15029,,7.8,4.21
32051,15029,,18.2,9.83
27033,15029,,10.4,5.62
15053,15029,,5.7,3.08
15052,15029,,5.2,2.81
15054,15029,,7.8,4.21
27034,15029,,17.15,9.26
15055,15029,,7.8,4.21
15056,15029,,3.65,1.97
27035,15029,,19.75,10.67
36035,15029,,13.0,7.02
32052,15029,,15.1,8.15
15057,15029,,5.2,2.81
32009,15029,,22.35,12.07
32015,15029,,22.35,12.07
32019,15029,,11.45,6.19
27014,15029,,13.0,7.02
36022,15029,,10.9,5.89
27024,15029,,16.65,8.99
32035,15029,,10.4,5.62
27043,15029,,13.55,7.32
32058,15029,,14.55,7.86
15066,15029,,5.2,2.81
36039,15029,,13.0,7.02
36048,15029,,16.15,8.72
27058,15029,,13.0,7.02
27063,15029,,15.1,8.15
27064,15029,,13.55,7.32
36036,15029,,16.15,8.72
32053,15029,,19.75,10.67
15058,15029,,4.15,2.24
15059,15029,,3.1,1.67
15060,15029,,4.15,2.24
15061,15029,,11.45,6.19
32012,15029,,17.7,9.56
32054,15029,,13.55,7.32
27038,15029,,11.95,6.46
27039,15029,,10.9,5.89
15062,15029,,4.15,2.24
15902,15029,,5.7,3.08
15064,15029,,5.7,3.08
32055,15029,,14.55,7.86
32056,15029,,16.15,8.72
15065,15029,,5.2,2.81
27040,15029,,8.85,4.78
27041,15029,,14.05,7.59
32057,15029,,16.65,8.99
27042,15029,,15.1,8.15
36037,15029,,11.45,6.19
27045,15029,,17.7,9.56
32060,15029,,21.35,11.53
32061,15029,,10.9,5.89
36041,15029,,9.9,5.35
27046,15029,,13.0,7.02
36043,15029,,10.9,5.89
36042,15029,,14.05,7.59
15068,15029,,3.1,1.67
36044,15029,,5.2,2.81
15069,15029,,6.75,3.65
32064,15029,,15.6,8.42
36038,15029,,9.35,5.05
32062,15029,,17.7,9.56
36040,15029,,8.35,4.51
15071,15029,,6.25,3.38
27049,15029,,14.05,7.59
32065,15029,,12.5,6.75
32066,15029,,15.6,8.42
27050,15029,,19.25,10.4
27056,15029,,10.4,5.62
32067,15029,,17.15,9.26
32068,15029,,14.55,7.86
36045,15029,,10.9,5.89
15072,15029,,6.75,3.65
32069,15029,,14.05,7.59
27051,15029,,17.15,9.26
36046,15029,,9.35,5.05
27052,15029,,19.25,10.4
15073,15029,,7.8,4.21
27053,15029,,14.55,7.86
32071,15029,,21.35,11.53
27054,15029,,15.1,8.15
36047,15029,,9.9,5.35
15074,15029,,4.15,2.24
32073,15029,,22.9,12.37
15075,15029,,4.7,2.54
36049,15029,,14.05,7.59
36050,15029,,14.55,7.86
27055,15029,,15.6,8.42
32074,15029,,12.5,6.75
32075,15029,,14.05,7.59
32076,15029,,10.9,5.89
15076,15029,,8.35,4.51
32070,15029,,19.25,10.4
32077,15029,,16.15,8.72
15077,15029,,2.1,1.13
15078,15029,,4.15,2.24
15079,15029,,8.35,4.51
36051,15029,,10.4,5.62
32078,15029,,17.7,9.56
27057,15029,,14.55,7.86
36052,15029,,7.8,4.21
27059,15029,,15.1,8.15
15080,15029,,8.85,4.78
36053,15029,,10.4,5.62
27060,15029,,10.4,5.62
32079,15029,,14.55,7.86
15082,15029,,4.7,2.54
32081,15029,,13.0,7.02
36054,15029,,15.1,8.15
15083,15029,,9.9,5.35
15084,15029,,2.1,1.13
15085,15029,,6.25,3.38
27061,15029,,16.15,8.72
32082,15029,,17.7,9.56
15086,15029,,2.6,1.4
27062,15029,,17.15,9.26
36055,15029,,14.05,7.59
15088,15029,,2.1,1.13
15087,15029,,8.85,4.78
36056,15029,,5.7,3.08
15089,15029,,4.7,2.54
32084,15029,,16.15,8.72
32085,15029,,19.75,10.67
32086,15029,,24.45,13.21
36057,15029,,11.95,6.46
36059,15029,,8.85,4.78
36058,15029,,10.4,5.62
36060,15029,,7.3,3.94
27065,15029,,10.9,5.89
32087,15029,,11.95,6.46
32088,15029,,21.85,11.8
36061,15029,,8.85,4.78
32089,15029,,16.65,8.99
32090,15029,,16.65,8.99
32091,15029,,20.8,11.23
32092,15029,,24.45,13.21
15091,15029,,6.25,3.38
15090,15029,,6.25,3.38
15092,15029,,3.1,1.67
27066,15029,,13.0,7.02
27021,15029,,9.35,5.05
32032,15029,,16.65,8.99
27025,15029,,14.05,7.59
32036,15029,,15.6,8.42
32037,15029,,15.6,8.42
15093,15029,,2.1,1.13
32003,32027,,1.55,0.84
15007,32027,,13.0,7.02
32014,32027,,3.1,1.67
36009,32027,,1.55,0.84
15018,32027,,18.75,10.13
15030,32027,,17.7,9.56
36017,32027,,9.9,5.35
27018,32027,,17.7,9.56
36023,32027,,8.35,4.51
32034,32027,,11.45,6.19
36901,32027,,10.9,5.89
36025,32027,,5.2,2.81
15041,32027,,16.15,8.72
32047,32027,,2.6,1.4
32048,32027,,13.0,7.02
27044,32027,,16.65,8.99
32059,32027,,5.2,2.81
32063,32027,,10.4,5.62
27047,32027,,8.85,4.78
15067,32027,,13.55,7.32
27048,32027,,17.7,9.56
32072,32027,,11.45,6.19
32080,32027,,8.35,4.51
32083,32027,,15.1,8.15
27001,32027,,16.65,8.99
15001,32027,,16.65,8.99
36020,32027,,7.8,4.21
27002,32027,,19.25,10.4
32001,32027,,4.15,2.24
15002,32027,,10.9,5.89
32002,32027,,3.65,1.97
27003,32027,,8.35,4.51
15003,32027,,13.0,7.02
36001,32027,,2.1,1.13
15004,32027,,18.75,10.13
15005,32027,,18.2,9.83
15006,32027,,10.4,5.62
36034,32027,,3.1,1.67
27037,32027,,14.05,7.59
15070,32027,,16.65,8.99
15081,32027,,21.35,11.53
32004,32027,,3.1,1.67
36003,32027,,7.3,3.94
27004,32027,,15.1,8.15
32005,32027,,5.7,3.08
32006,32027,,3.65,1.97
32007,32027,,5.2,2.81
27901,32027,,13.0,7.02
32008,32027,,4.15,2.24
27005,32027,,20.3,10.96
36002,32027,,8.85,4.78
32010,32027,,1.55,0.84
32011,32027,,4.15,2.24
27006,32027,,13.55,7.32
27007,32027,,13.0,7.02
15008,32027,,16.65,8.99
15009,32027,,16.15,8.72
32013,32027,,3.65,1.97
15010,32027,,11.45,6.19
15011,32027,,12.5,6.75
15012,32027,,9.9,5.35
27008,32027,,8.85,4.78
15013,32027,,11.95,6.46
36004,32027,,7.8,4.21
27902,32027,,21.35,11.53
15014,32027,,16.65,8.99
15015,32027,,18.2,9.83
36005,32027,,10.4,5.62
32016,32027,,5.2,2.81
15016,32027,,17.7,9.56
36006,32027,,10.4,5.62
15017,32027,,16.65,8.99
36007,32027,,9.9,5.35
36008,32027,,7.8,4.21
32018,32027,,1.55,0.84
32017,32027,,13.55,7.32
27009,32027,,5.7,3.08
15019,32027,,15.1,8.15
15901,32027,,22.9,12.37
15020,32027,,17.15,9.26
15021,32027,,15.1,8.15
32020,32027,,2.6,1.4
32022,32027,,2.1,1.13
32021,32027,,9.35,5.05
32023,32027,,8.35,4.51
27010,32027,,14.05,7.59
27011,32027,,14.05,7.59
36010,32027,,10.9,5.89
15022,32027,,21.35,11.53
15023,32027,,17.15,9.26
32024,32027,,2.1,1.13
32025,32027,,2.6,1.4
15024,32027,,14.55,7.86
36902,32027,,5.7,3.08
15025,32027,,21.35,11.53
27012,32027,,14.55,7.86
27013,32027,,20.8,11.23
32029,32027,,8.85,4.78
27016,32027,,6.25,3.38
15027,32027,,17.15,9.26
32026,32027,,4.15,2.24
15028,32027,,17.15,9.26
15029,32027,,15.1,8.15
32027,32027,,1.55,0.84
27015,32027,,14.55,7.86
36013,32027,,2.6,1.4
36014,32027,,1.55,0.84
32028,32027,,6.75,3.65
15031,32027,,16.65,8.99
36015,32027,,10.4,5.62
15032,32027,,12.5,6.75
15033,32027,,11.45,6.19
36016,32027,,5.7,3.08
15034,32027,,16.65,8.99
32030,32027,,5.2,2.81
32031,32027,,5.2,2.81
15035,32027,,18.75,10.13
15036,32027,,19.25,10.4
15037,32027,,18.2,9.83
27017,32027,,11.95,6.46
36018,32027,,5.2,2.81
36019,32027,,4.7,2.54
27019,32027,,20.3,10.96
15038,32027,,11.95,6.46
27020,32027,,11.45,6.19
32033,32027,,1.55,0.84
36021,32027,,6.75,3.65
27022,32027,,13.55,7.32
27023,32027,,9.9,5.35
15039,32027,,17.7,9.56
36024,32027,,6.75,3.65
27026,32027,,11.45,6.19
32038,32027,,11.45,6.19
15040,32027,,17.15,9.26
32039,32027,,7.3,3.94
32040,32027,,2.1,1.13
32041,32027,,4.15,2.24
32042,32027,,5.2,2.81
27027,32027,,19.25,10.4
15042,32027,,14.05,7.59
27028,32027,,12.5,6.75
32043,32027,,5.2,2.81
15043,32027,,16.65,8.99
32044,32027,,10.9,5.89
15044,32027,,24.45,13.21
36026,32027,,8.35,4.51
32045,32027,,3.1,1.67
15045,32027,,15.1,8.15
36027,32027,,10.4,5.62
27029,32027,,15.6,8.42
36028,32027,,9.35,5.05
15046,32027,,9.9,5.35
32046,32027,,1.55,0.84
15047,32027,,14.55,7.86
15048,32027,,17.15,9.26
36029,32027,,7.3,3.94
15049,32027,,20.3,10.96
36030,32027,,3.65,1.97
36031,32027,,3.65,1.97
27030,32027,,18.2,9.83
15050,32027,,18.2,9.83
27031,32027,,7.8,4.21
32049,32027,,7.8,4.21
32050,32027,,7.8,4.21
27032,32027,,8.35,4.51
36032,32027,,9.9,5.35
36033,32027,,4.7,2.54
15051,32027,,18.75,10.13
32051,32027,,4.7,2.54
27033,32027,,16.65,8.99
15053,32027,,16.15,8.72
15052,32027,,17.15,9.26
15054,32027,,19.25,10.4
27034,32027,,17.15,9.26
15055,32027,,18.75,10.13
15056,32027,,12.5,6.75
27035,32027,,20.8,11.23
36035,32027,,7.3,3.94
32052,32027,,5.2,2.81
15057,32027,,14.05,7.59
32009,32027,,13.0,7.02
32015,32027,,12.5,6.75
32019,32027,,3.1,1.67
27014,32027,,13.0,7.02
36022,32027,,10.9,5.89
27024,32027,,9.9,5.35
32035,32027,,4.15,2.24
27043,32027,,11.45,6.19
32058,32027,,4.7,2.54
15066,32027,,10.9,5.89
36039,32027,,4.7,2.54
36048,32027,,7.8,4.21
27058,32027,,7.3,3.94
27063,32027,,19.25,10.4
27064,32027,,24.45,13.21
36036,32027,,8.85,4.78
32053,32027,,8.85,4.78
15058,32027,,17.15,9.26
15059,32027,,13.55,7.32
15060,32027,,12.5,6.75
15061,32027,,22.9,12.37
32012,32027,,5.7,3.08
32054,32027,,3.65,1.97
27038,32027,,18.2,9.83
27039,32027,,13.0,7.02
15062,32027,,14.05,7.59
15902,32027,,16.65,8.99
15064,32027,,17.15,9.26
32055,32027,,4.15,2.24
32056,32027,,1.55,0.84
15065,32027,,11.45,6.19
27040,32027,,9.35,5.05
27041,32027,,6.75,3.65
32057,32027,,7.3,3.94
27042,32027,,9.35,5.05
36037,32027,,4.7,2.54
27045,32027,,14.05,7.59
32060,32027,,11.45,6.19
32061,32027,,4.7,2.54
36041,32027,,8.35,4.51
27046,32027,,15.1,8.15
36043,32027,,5.2,2.81
36042,32027,,3.65,1.97
15068,32027,,17.7,9.56
36044,32027,,11.45,6.19
15069,32027,,18.2,9.83
32064,32027,,1.55,0.84
36038,32027,,7.8,4.21
32062,32027,,4.7,2.54
36040,32027,,9.35,5.05
15071,32027,,14.55,7.86
27049,32027,,9.9,5.35
32065,32027,,2.6,1.4
32066,32027,,1.55,0.84
27050,32027,,10.4,5.62
27056,32027,,13.55,7.32
32067,32027,,3.65,1.97
32068,32027,,1.55,0.84
36045,32027,,5.7,3.08
15072,32027,,11.95,6.46
32069,32027,,1.55,0.84
27051,32027,,21.35,11.53
36046,32027,,9.9,5.35
27052,32027,,10.4,5.62
15073,32027,,14.05,7.59
27053,32027,,16.65,8.99
32071,32027,,10.4,5.62
27054,32027,,17.15,9.26
36047,32027,,6.75,3.65
15074,32027,,12.5,6.75
32073,32027,,13.0,7.02
15075,32027,,16.65,8.99
36049,32027,,4.15,2.24
36050,32027,,3.65,1.97
27055,32027,,11.45,6.19
32074,32027,,2.6,1.4
32075,32027,,4.15,2.24
32076,32027,,4.7,2.54
15076,32027,,19.75,10.67
32070,32027,,9.35,5.05
32077,32027,,4.15,2.24
15077,32027,,14.05,7.59
15078,32027,,10.9,5.89
15079,32027,,8.85,4.78
36051,32027,,9.35,5.05
32078,32027,,6.75,3.65
27057,32027,,10.9,5.89
36052,32027,,7.8,4.21
27059,32027,,7.3,3.94
15080,32027,,11.45,6.19
36053,32027,,6.25,3.38
27060,32027,,7.8,4.21
32079,32027,,3.65,1.97
15082,32027,,10.9,5.89
32081,32027,,3.1,1.67
36054,32027,,6.75,3.65
15083,32027,,10.9,5.89
15084,32027,,13.55,7.32
15085,32027,,9.9,5.35
27061,32027,,18.75,10.13
32082,32027,,6.75,3.65
15086,32027,,13.0,7.02
27062,32027,,11.95,6.46
36055,32027,,5.7,3.08
15088,32027,,13.0,7.02
15087,32027,,20.3,10.96
36056,32027,,10.9,5.89
15089,32027,,10.4,5.62
32084,32027,,3.1,1.67
32085,32027,,8.85,4.78
32086,32027,,13.55,7.32
36057,32027,,5.7,3.08
36059,32027,,8.35,4.51
36058,32027,,7.3,3.94
36060,32027,,10.4,5.62
27065,32027,,15.1,8.15
32087,32027,,4.15,2.24
32088,32027,,11.95,6.46
36061,32027,,10.4,5.62
32089,32027,,6.25,3.38
32090,32027,,4.15,2.24
32091,32027,,9.9,5.35
32092,32027,,13.55,7.32
15091,32027,,17.7,9.56
15090,32027,,11.45,6.19
15092,32027,,16.15,8.72
27066,32027,,19.75,10.67
27021,32027,,15.6,8.42
32032,32027,,4.7,2.54
27025,32027,,20.3,10.96
32036,32027,,4.7,2.54
32037,32027,,6.25,3.38
15093,32027,,16.15,8.72
32003,27015,,14.05,7.59
15007,27015,,14.05,7.59
32014,27015,,14.05,7.59
36009,27015,,15.1,8.15
15018,27015,,5.7,3.08
15030,27015,,7.8,4.21
36017,27015,,13.55,7.32
27018,27015,,5.2,2.81
36023,27015,,23.95,12.94
32034,27015,,16.65,8.99
36901,27015,,17.15,9.26
36025,27015,,14.55,7.86
15041,27015,,9.35,5.05
32047,27015,,13.0,7.02
32048,27015,,17.7,9.56
27044,27015,,2.1,1.13
32059,27015,,10.4,5.62
32063,27015,,12.5,6.75
27047,27015,,8.35,4.51
15067,27015,,16.65,8.99
27048,27015,,3.65,1.97
32072,27015,,12.5,6.75
32080,27015,,10.9,5.89
32083,27015,,15.1,8.15
27001,27015,,1.55,0.84
15001,27015,,6.75,3.65
36020,27015,,7.8,4.21
27002,27015,,4.15,2.24
32001,27015,,13.55,7.32
15002,27015,,11.95,6.46
32002,27015,,10.9,5.89
27003,27015,,6.75,3.65
15003,27015,,4.15,2.24
36001,27015,,16.15,8.72
15004,27015,,7.3,3.94
15005,27015,,8.85,4.78
15006,27015,,7.3,3.94
36034,27015,,17.15,9.26
27037,27015,,7.3,3.94
15070,27015,,3.65,1.97
15081,27015,,4.7,2.54
32004,27015,,13.55,7.32
36003,27015,,21.85,11.8
27004,27015,,4.15,2.24
32005,27015,,16.15,8.72
32006,27015,,15.1,8.15
32007,27015,,13.55,7.32
27901,27015,,5.7,3.08
32008,27015,,11.45,6.19
27005,27015,,5.2,2.81
36002,27015,,16.15,8.72
32010,27015,,12.5,6.75
32011,27015,,13.0,7.02
27006,27015,,6.75,3.65
27007,27015,,2.1,1.13
15008,27015,,6.75,3.65
15009,27015,,6.25,3.38
32013,27015,,11.95,6.46
15010,27015,,6.25,3.38
15011,27015,,16.15,8.72
15012,27015,,12.5,6.75
27008,27015,,7.3,3.94
15013,27015,,12.5,6.75
36004,27015,,18.75,10.13
27902,27015,,6.25,3.38
15014,27015,,13.55,7.32
15015,27015,,7.3,3.94
36005,27015,,15.1,8.15
32016,27015,,16.65,8.99
15016,27015,,15.1,8.15
36006,27015,,16.65,8.99
15017,27015,,7.3,3.94
36007,27015,,15.6,8.42
36008,27015,,19.25,10.4
32018,27015,,13.0,7.02
32017,27015,,14.05,7.59
27009,27015,,8.85,4.78
15019,27015,,10.4,5.62
15901,27015,,7.8,4.21
15020,27015,,17.15,9.26
15021,27015,,7.3,3.94
32020,27015,,13.55,7.32
32022,27015,,13.0,7.02
32021,27015,,18.2,9.83
32023,27015,,10.9,5.89
27010,27015,,1.55,0.84
27011,27015,,3.65,1.97
36010,27015,,14.55,7.86
15022,27015,,7.3,3.94
15023,27015,,16.15,8.72
32024,27015,,14.05,7.59
